id_A,id_B
16414,7211
14114,865
3281,8917
5240,9722
4731,3162
11110,3509
18311,3740
16802,4291
10096,1160
15637,1534
5347,2621
15468,13630
170,9333
321,7701
1112,5899
4309,3148
15230,10799
13293,11242
13914,12683
10321,9471
11566,11374
14054,9066
2977,11352
7650,9844
5392,6074
4862,10499
9617,12176
1102,11029
7207,13510
17101,9592
15765,10600
573,13474
906,1549
13923,6409
5865,13091
1748,13092
10012,1600
9860,8015
6753,4459
13272,9865
16826,13581
9788,6042
1488,2382
3765,10649
17819,4907
13587,12358
3630,1484
1606,11831
2512,11842
15656,7709
4270,10819
15410,2452
17463,13199
2200,2472
13369,9260
14639,5924
16349,12325
2655,9276
8044,5954
16608,13553
3778,6727
2285,8598
9319,8639
1486,5448
10306,898
15665,2704
2928,1686
8274,11427
16928,2633
2373,1714
14756,6916
16265,2967
15061,12595
8590,6636
17465,13725
645,9452
16726,8514
1184,1014
16930,11876
5029,8996
34,9368
4164,13524
10090,7719
4061,3377
12120,13442
902,5423
10368,4168
4382,12574
18089,9456
15927,7308
16413,6040
15015,913
1563,5301
7240,1103
5035,1770
40,12729
15415,12076
11773,4505
16947,12455
2699,12721
2679,4134
17525,9791
9772,4579
6654,7762
6077,13156
8661,120
12393,4897
13625,6291
15473,12299
12640,11229
10475,5909
6895,800
4305,12287
4610,10298
17427,7756
13252,3951
14771,8182
10285,6196
18164,9376
2279,6190
16933,12410
16468,1384
6429,6505
10840,10769
9766,7968
11630,8402
9304,2730
1498,3286
11320,6010
18451,9370
7144,13097
9432,8554
5768,5937
2310,404
3702,1633
1160,943
15481,2720
13440,6447
841,13295
13012,3853
17222,9648
10957,10859
4369,10334
11535,1563
11474,11090
2358,12338
18409,3448
6486,12614
125,2955
12209,849
8782,8804
6181,4070
1273,5980
11172,10612
14263,1567
3654,4429
5515,12731
4717,2887
11312,12558
12439,9356
7748,2505
16798,12244
10459,8882
4743,11747
7184,8277
4709,4735
7183,1119
11088,9774
12788,8971
12850,4023
17597,5771
11282,2632
5480,11035
9224,11662
1844,9662
7604,1635
4811,12149
1788,9612
7536,5162
5328,13275
9533,6682
14527,13248
9871,6574
16903,1162
15492,6207
1934,8950
3973,7358
13973,6645
15333,2381
18382,8237
1416,7187
9070,5230
6909,11837
13195,13150
6847,8045
8203,7797
1370,8055
14193,6219
11997,8236
1236,413
7875,3846
8736,6609
16024,7791
13217,12214
8707,13359
12827,8460
4647,4659
6881,4910
9223,1114
1220,4357
16983,11683
1359,11727
14373,8671
7889,2986
6096,10471
3571,13374
18286,5687
2056,1180
2163,2344
8231,13242
17301,4709
2811,8918
17697,11361
3773,3309
6314,10701
3971,3793
13387,4270
5431,1125
16558,6786
6658,8748
17947,10189
15857,4334
12666,12925
16285,9063
8120,10484
10385,7356
15065,7757
11716,11613
104,6451
7168,9995
14880,5702
11747,1377
5610,2811
14466,7121
13717,9265
3040,13279
2648,9513
1179,12014
12151,8722
10532,1696
8635,10157
14802,3143
1407,5242
3942,3768
4021,9696
15825,11769
12214,1376
18346,2186
11417,3873
10431,4574
12290,13341
14228,11757
2683,10633
11073,10946
11205,2884
630,12606
5864,5892
7281,2079
16006,6456
10806,11811
7851,1318
16091,9827
16765,10787
12725,2098
16971,961
4062,9551
3120,10542
3896,6535
8183,3997
10342,5658
16867,9517
8082,2599
12382,10116
4633,20
4904,5927
17240,4705
8257,4806
964,13024
14359,3371
14049,3443
7246,4307
8510,6185
13483,7353
4830,3751
14085,11914
8554,13501
6271,7499
15339,4648
4843,6062
6267,3081
8160,1475
14295,7626
3846,218
2406,1111
18064,2289
13719,6599
9030,7547
13194,4983
1223,3969
10119,4471
15889,2102
8191,11915
7986,7732
3398,10873
17727,8172
5681,11353
17466,2946
3564,10246
4728,11542
10524,13007
16288,7305
1240,5219
17958,4094
1751,5624
43,13338
14073,9294
16240,12430
1842,10835
11723,11464
9187,10040
4793,275
9194,13429
10688,1545
5685,7508
8212,8854
16204,4275
14041,2959
2269,4035
15818,3774
18312,9915
1346,1455
10721,5855
9674,959
5560,1982
9113,2753
10026,8337
5552,4469
5501,3735
3775,3151
11809,5345
15383,7711
9610,9919
12811,8464
1927,1430
14326,10319
1491,3450
1209,7712
1920,9888
11768,10924
13142,7233
14246,8964
1175,5659
10222,12769
3113,12689
684,4219
10588,6585
11845,9135
363,13391
6141,6069
13931,1176
7882,1189
17282,6068
16084,9237
13702,5797
1866,1513
10102,10623
7826,6476
17209,2854
16699,6439
1145,3461
9200,12218
4214,12449
14573,10165
10547,12944
14899,5846
9664,8387
10512,6631
11923,10208
14412,11754
202,2056
2199,960
11852,2997
18276,13116
1850,8456
17839,4019
7417,11372
1414,9482
9061,578
13970,6692
5008,6735
1956,6999
7674,11005
11735,12036
4469,9144
12234,12976
1651,7097
14141,12135
3892,12343
17505,7644
11769,10995
6846,8739
621,13554
10429,37
11696,12807
5806,7527
14960,4918
8506,3490
14558,3131
7569,12984
2799,314
13014,9359
6842,10782
14372,12137
3946,10224
7072,7931
5784,480
10631,214
15965,12002
12825,2971
9029,6913
18095,6746
10958,9415
16207,3760
9769,7450
12586,11092
17140,2830
1494,11506
8161,11138
2465,11039
12039,655
7725,7612
18334,6257
9763,266
2865,9764
10318,1821
8349,4906
9019,8054
880,1429
7280,3695
3395,8570
10797,9299
16691,10137
2902,1946
16072,10342
13300,5458
14194,10584
2474,7634
17108,9351
12642,12330
4868,5610
10815,9987
2760,1717
4067,2546
6279,4118
12521,151
6526,5543
263,10975
10494,11076
13786,6671
15293,6053
6893,1496
10821,8903
17596,3944
11777,6570
13006,6351
11456,10888
17132,12535
5724,5480
18310,2564
4401,12183
6786,2065
15444,189
4903,1210
11479,7177
5404,9965
16495,2650
15049,9767
12204,13159
2182,9102
8409,12612
15054,1898
10361,9223
12260,7739
4054,12767
3388,9595
3212,4113
15222,4761
11866,4992
14833,11814
16655,4481
16355,11576
4580,141
390,2313
16453,12716
11589,3209
14710,1773
7472,2172
4796,10418
8166,6749
10377,9554
11132,5023
13872,12505
10665,8958
4760,3126
5235,9070
12660,3720
2904,8755
12401,2668
2659,6543
17154,11160
5815,3533
4478,1767
8604,9796
8377,617
4568,9625
13731,9353
13474,286
18249,13215
9914,2422
12007,4549
1199,11362
17331,7261
10453,91
3003,2947
13957,10112
9722,4349
1545,10122
4422,2159
6054,10969
8514,11390
7366,13426
706,11393
6282,3345
14788,2848
3410,8835
8338,10450
15360,4172
3443,13195
17773,2426
3776,1117
15187,10277
14786,8459
17635,6603
2534,1939
9887,1381
3568,8686
5385,3213
13724,8018
3058,8093
5305,894
27,6571
8589,5920
5325,13418
7939,274
12834,11116
17799,869
2101,10292
17127,10239
16019,1181
6381,2602
7671,4739
9592,1874
3067,288
1798,6182
17964,4772
13060,10023
10258,6536
15031,12979
10572,4833
5935,3912
13609,12187
9773,4668
18231,3825
11517,9820
14362,12453
14366,5989
5420,10537
14660,6503
6678,4646
6625,10495
17800,10480
18327,12789
14061,7058
9895,10785
1149,2891
5011,4729
9760,11105
10312,6544
14846,10917
2366,7876
7494,6376
13290,2338
1800,4228
2430,3943
4997,4069
2740,4312
1755,8178
3707,11142
564,12823
17519,11151
3068,10818
4458,3862
4026,9002
8803,10523
16488,5045
8324,1147
13102,12491
2941,605
392,5370
5959,12326
729,2417
1873,10424
7098,4236
5412,2190
10259,4908
12680,3015
3103,10714
8410,7914
14056,11644
3318,11087
4958,6478
172,3322
434,1804
97,2519
9946,10364
10427,4509
6195,6083
7789,4041
12111,308
5139,2974
8186,6991
14275,4211
1909,8698
1960,11273
12356,2361
3080,8085
15484,10066
11490,8555
1489,664
8846,10881
3025,6228
10926,358
11935,6266
14276,7735
17411,7850
10898,7824
7029,13373
11268,6205
7166,5968
13486,3500
14234,10517
16557,8933
18047,7944
72,4657
15846,5007
4413,9679
18536,7208
12426,614
15025,10901
6019,4402
15635,13323
7664,1736
12076,6945
8867,4309
4322,8534
14785,7374
1628,11941
2719,4523
5505,3790
10882,10017
11277,966
8141,2050
1820,3401
6656,4257
6393,4071
15238,633
17755,11106
7739,963
3403,1286
14610,1805
6467,4009
2992,9580
1881,5071
8646,5877
9923,11414
18062,13544
15183,13110
2766,10874
1052,11405
11264,12739
11996,858
7035,7584
3035,7573
16157,9938
18054,1301
11709,11672
4069,10707
17249,4427
11194,4776
4423,317
1022,2125
2505,1834
15941,4968
16921,4183
7337,4810
3995,947
4386,2316
8469,2405
18372,4510
694,6921
9593,12764
12389,4375
2979,2365
16711,10651
3798,5706
1182,8097
1738,7638
2826,6842
913,10002
18239,2388
11603,340
4461,2474
7391,806
15288,9689
17009,4418
9916,2921
1329,10094
6717,7728
4620,10241
3036,10738
3285,6518
16338,7288
16071,5244
7217,4164
10378,12286
8273,3470
10443,10761
14034,8239
11026,7185
5427,9378
8671,8399
12676,13004
14451,6214
9740,12887
12080,8540
9639,13189
13598,10920
3317,3020
7639,5773
3796,1616
15060,3799
10201,3681
9203,1315
4745,11056
5930,2256
9732,8012
18373,9301
16124,5742
10220,701
16974,910
7797,834
3738,7830
8253,1768
6374,9600
17139,5381
18050,13287
14414,11482
13803,1847
11318,13103
16915,9787
10769,4007
18569,4488
1721,9847
8802,3395
4694,166
1856,4260
3530,1650
13121,6114
3906,5583
11519,10012
6011,811
10782,3489
12624,13480
1291,1179
14239,2509
3691,3186
1596,1900
10698,7523
7715,4133
7667,12686
14236,11297
14252,6678
7126,9046
3982,10351
16700,7445
11718,2024
2202,9390
11416,5486
18031,5002
15797,8727
3703,11048
9320,723
2542,4766
4608,9695
16938,13498
13251,3562
3166,4901
4943,4266
7039,13079
6593,1227
8325,1466
12165,11729
12453,8973
12441,10065
554,5276
5450,8512
13181,2932
18445,8121
13902,6392
7855,4847
4886,5019
13281,4623
14585,8762
11882,2876
14602,9172
18094,10704
15672,5252
7985,8904
11886,9959
11958,8991
18347,3064
17744,10536
7974,5429
7976,11318
9944,9431
9275,9814
17001,4250
4381,12227
6031,8982
2620,250
15466,1076
3975,12091
6638,5166
2798,7333
12815,11493
12904,6728
3393,1621
15731,4455
8030,996
3024,4193
11352,4420
13845,345
5214,9147
2772,11659
16458,8198
2785,3219
4940,12364
15040,12171
11931,10567
9014,7591
10282,5716
7497,1560
749,11489
1036,1871
12463,5530
12146,10136
17910,3235
10182,11324
12224,509
5787,11949
11067,12168
572,7558
12987,12582
2062,2093
12245,11851
3903,7611
4942,4647
12655,12996
14964,2421
10323,10526
5468,5549
7323,8192
705,260
3023,8618
11401,12194
17722,5040
4109,7659
5181,9156
12381,1053
15516,2215
4384,2807
5649,1673
11321,12950
9579,3279
6779,222
5302,6953
4244,5948
7354,11902
11129,9826
15701,10757
4266,4764
10873,11124
12057,2149
3863,6703
11569,5725
16494,1020
10720,6774
10059,11266
6707,3269
12573,4324
7032,7079
6161,6202
9229,103
9013,13088
1018,12772
15211,6931
15218,6733
14767,11538
243,8157
6716,867
11078,12664
232,2901
11214,1956
9176,226
3253,6232
7686,12239
4988,5076
9612,1690
2829,12977
18240,6958
10143,3538
15261,5662
7721,5268
2288,3103
8747,3415
5736,2500
11796,2789
4797,632
13240,10727
10467,2622
3784,6721
6483,4204
7610,6731
8759,4214
1207,2471
12584,622
5640,11351
6887,4898
6574,7437
18283,7804
11664,8228
14396,8141
3216,8500
12963,6723
6605,12895
8649,10604
11228,5509
12801,11260
2093,10737
16056,3360
10622,8005
1766,11559
460,12997
8558,22
13606,5516
15939,10092
9418,12745
14233,8900
18366,4790
1083,8680
10113,12304
7040,418
9192,11174
15980,6495
4501,3955
15576,4147
4404,237
370,7536
9313,9372
18233,6810
4483,2654
9124,5009
17424,1364
14314,9683
5371,9037
8448,1702
11836,8893
857,6406
2222,712
15998,13628
2675,10622
5763,4551
8530,4428
3259,13330
5521,5472
17572,637
8025,9988
3695,5309
3327,7855
7863,2755
1362,7501
5407,9497
13265,7451
11767,5158
2433,5878
11163,2273
15612,64
5010,12424
9413,6324
5249,8966
6661,4539
2963,7000
12419,1828
2788,5872
12045,2667
5153,12426
15773,8667
16683,10355
14962,8007
16483,10795
5894,261
12142,2403
13236,13052
6520,5421
5203,13531
2391,4759
17355,770
6945,9747
3624,8461
14772,2617
9280,10798
7887,3362
15029,4685
3029,10389
14092,1380
7807,8785
3199,12653
13463,4099
2962,10430
15489,7957
12575,6096
6384,174
996,4414
7800,9857
4825,2297
5983,1141
1604,167
4963,6713
9402,6767
10245,10745
18307,12057
4033,10105
7932,3577
7069,8331
8434,13124
8153,3341
3066,3367
10887,5555
3635,7004
4742,10269
846,1888
1393,1646
10436,4670
6615,7134
15960,8453
3359,7950
14273,8878
3406,4120
10131,2759
9615,685
10582,6394
61,922
15251,3357
15115,13221
9400,10777
15400,716
7973,4077
5795,2956
12083,1038
10660,9655
12969,13468
1117,8433
7191,10416
18552,2570
11436,10942
2583,1188
7148,1671
17591,13591
7541,2643
5289,10202
5535,10290
920,9173
8826,9193
18519,994
6935,12696
16846,8683
10371,2048
12702,8515
3280,13231
17428,11307
13049,5288
9692,6856
417,11702
11438,5594
14424,2962
6502,7283
5241,1238
8063,897
8490,2679
2728,5990
589,2375
15517,630
783,12817
2634,6586
10210,11550
9595,6650
710,12248
2273,4723
11142,13435
5773,6924
18181,5363
5901,4096
8527,13504
5284,4535
9618,1782
9190,8947
6132,333
8568,1501
16562,8385
25,7393
742,10020
14399,5985
13594,3828
17939,3068
16191,322
1120,145
10758,2400
12840,9271
12449,1045
18178,11547
10988,623
7037,13033
13114,7113
10434,11768
15258,7521
11500,11714
4459,13561
6274,7469
13253,6371
4334,12857
10359,1166
18429,6220
14308,4625
3940,130
2139,8482
9995,9084
7945,8356
8771,9703
17828,9596
14083,1078
12558,8142
17891,13671
8034,12313
320,3785
1397,12740
17073,1529
11896,1107
10022,625
2106,12755
14262,1289
15600,108
13635,11964
5025,7867
13877,5813
3560,9714
4892,4026
15702,7282
5751,8273
8755,5796
1493,7777
2891,8714
2796,7455
1935,9361
17695,1311
5102,3515
7024,10913
6924,5647
12437,6272
5876,10090
14670,1290
16159,3970
12744,7878
14363,8320
17944,2577
14206,9539
13986,9960
3548,1758
7741,13364
1148,3011
3612,10685
7447,12670
8566,3091
16449,12843
10153,8868
8316,12868
14453,2090
17648,1145
2065,1216
7100,10442
4163,2367
12161,6254
15498,1262
12070,12278
1138,3109
4072,7531
11775,4297
3590,267
11782,1397
8962,2911
16156,8207
5490,9650
5650,3807
329,12490
612,12212
2011,8744
6094,11583
4218,11063
3623,5475
8897,3892
11050,5585
10594,9799
1817,656
15873,2850
3099,13464
3669,6308
8786,1850
16235,11829
17387,11609
5595,349
12497,9974
2609,5713
2690,9310
11330,4265
9677,11926
17607,3773
16968,10683
16040,3619
15513,7387
14253,13555
11891,10390
3229,8734
17028,4405
15151,9640
13937,3659
16369,3050
8400,13690
15909,631
16975,6331
6705,1272
5461,13617
13819,3440
8484,13706
223,6560
18257,11558
15070,2788
11061,5427
1637,2039
3789,10937
5075,1743
13093,12058
13503,12174
1913,9315
9226,6089
2598,5024
9102,2258
7893,756
16584,2680
13399,10534
7609,8805
3271,9386
15904,12744
12471,7146
4723,443
15205,7465
10953,2675
3227,3304
11306,10880
136,7464
12711,2318
7419,2425
4363,13491
1626,1287
15366,4768
8735,2883
6395,7598
12882,9401
9755,3499
2225,6698
7343,2783
16685,6666
16841,3381
9532,1533
140,4344
7750,8334
1170,10568
16057,11002
473,4034
13935,2627
5967,1754
9298,12170
9132,4703
14450,3446
1153,9092
10929,2112
11128,8581
3326,1759
16069,4626
8214,4793
8024,9035
2176,3227
11397,12439
8010,10109
559,11946
933,4836
1678,8751
12790,9790
7331,11620
839,13222
1412,7180
14107,3560
15542,9454
3959,8724
1304,417
270,3964
11550,7147
12613,1571
5226,3763
15016,1167
12481,9313
12067,5998
18217,6343
16129,589
2074,7779
10866,9836
16266,776
3509,1473
18051,12618
8477,6805
7053,13135
16984,2721
12924,6821
5676,4724
17217,10539
17344,7272
5513,6359
18274,2323
7295,4024
4722,10235
11784,10993
2691,13280
5583,10225
739,2276
8148,12592
17280,6839
11335,10697
7006,6278
8461,7321
8753,11685
2515,10161
8965,10613
623,6273
13855,658
18526,7868
13161,9262
7453,9565
5383,8910
11428,2593
7617,5304
14249,4829
8110,7284
9119,12101
18330,11804
17851,4466
6130,10905
13665,2598
3495,12055
4836,12297
2899,5643
6802,10715
3525,10708
9731,10294
12764,9604
11534,10232
8731,11990
3860,4403
17926,7191
17049,5010
17291,11401
3997,12192
15712,6258
18348,5905
15766,8694
17684,11698
16130,2800
11737,13521
6151,3630
4357,514
3843,4197
2363,10492
16624,7317
2787,8701
5532,7962
15636,4520
2673,11355
16059,1786
8451,7987
16316,4106
9528,9389
6770,13343
10736,12215
10345,12463
17123,4174
7033,6627
17130,1740
10482,1863
1039,10647
14514,1951
13318,12384
17176,5084
11468,2475
3355,9593
13841,2395
9201,11403
10905,4684
10608,5255
6299,5279
13348,71
12050,9435
6196,6160
12894,7583
11562,2193
5817,2061
3248,11706
11722,4152
2431,3965
10488,11209
9912,9274
2267,4720
1277,3231
18444,6408
12358,8801
2027,3282
14698,12144
9,4050
16767,13674
7901,663
18368,4210
15624,6231
4883,6106
17228,8427
5608,9321
18176,7329
3038,1891
12447,5275
4618,6559
9646,13433
13555,2585
7473,11589
5440,7786
9790,3070
4948,5749
1103,287
1839,6531
6084,4890
5036,11155
5295,2016
2449,7733
237,2359
16103,10635
4016,12676
11361,8927
4733,5354
9616,579
15076,10892
2399,3651
7576,12339
17774,5726
9455,4796
15725,7218
4954,7132
2045,7443
13807,4794
7825,10354
14031,13040
10639,1801
16861,10756
2456,1073
11212,6569
12701,8381
3322,11292
2939,7432
4338,10489
14844,13030
4536,1122
18247,1490
12861,9076
15548,2013
11399,11223
8670,6622
9643,6669
6399,10742
6728,3012
14331,7717
10320,3698
7413,2284
5779,8340
3596,12105
7884,11691
4239,6780
9092,2620
9196,3290
5613,4229
4394,2360
1662,5003
3853,6027
18162,7226
15483,12056
13927,8659
14217,7245
1394,7927
4515,8921
3645,10860
13373,11077
4936,8484
12100,2965
15196,10330
1684,11940
16920,6121
5816,660
11639,11375
8252,2140
15371,5970
942,5265
5043,5386
6878,7474
13206,7915
12836,4296
2948,717
16477,12204
15349,7926
11854,8556
14849,4914
4752,4652
18437,1553
10054,6699
6692,6486
2070,10347
413,9940
13944,7306
2721,8653
14886,8211
4683,10263
15963,4343
15190,13424
8147,11878
4146,13394
11987,554
18205,63
7461,6149
1919,1814
9967,11052
17664,12085
2353,13122
12071,6661
16188,8821
1483,9118
12616,7400
12318,3208
6540,9753
15454,786
2348,9503
14863,8378
17966,12114
7831,3431
18128,1981
6813,9976
10671,5856
8932,7642
6443,1987
3055,6941
14027,1448
1715,12043
884,2461
15952,1263
6473,13634
4947,11344
14518,12295
9180,5820
9217,4090
5473,6286
11404,3106
1532,13525
13638,571
10125,12914
7602,4787
15847,890
11276,6058
9806,3940
5980,11893
6495,4285
6059,12953
3919,9249
1437,4425
10772,8336
5051,12483
11060,11206
8853,5871
4132,8983
755,12845
3358,9897
3774,7258
3337,6873
15425,12995
9583,9762
5958,2816
2540,7232
14346,8053
12549,6995
13669,11354
7199,6442
4497,6479
6800,9783
11707,8574
302,3333
13359,12271
15165,4799
6489,11773
1505,9248
3069,1264
11407,11429
909,10797
10820,6400
13804,10996
16422,6021
12156,10640
17449,6875
18374,8758
3136,9289
11458,12266
3797,13369
2878,8728
18278,6036
16962,5156
10120,2054
3371,2838
10126,3671
4914,1340
5665,1861
1914,11219
4961,7630
517,7942
11911,360
1923,9026
2960,8645
3514,10983
427,8853
15979,8217
10462,8808
16427,1628
15508,9932
17568,6689
6989,165
3685,5936
3636,6577
10893,12293
5293,11392
9597,12604
8954,3665
17554,1453
10251,9833
4736,2770
13110,1997
4834,11692
16758,9784
15335,8412
869,8049
10521,5012
6871,11697
17044,11397
12223,714
12018,6977
14310,11162
7672,371
10235,13227
17397,11502
1134,1527
10692,10102
10013,2245
15213,13296
11526,3597
3811,7055
10737,634
4952,244
3677,12830
16003,12051
3241,5772
7894,10830
15242,1969
11785,11114
4661,4517
14328,11363
9998,1730
12724,5720
10071,12684
14364,9918
1345,489
18510,1042
12185,8210
603,2671
16102,4924
5988,2376
5063,9051
1691,2935
17317,9637
4818,5763
5099,171
15173,12770
18549,9487
15404,3319
11635,10383
8988,10574
5825,8014
6204,11937
8337,11117
5506,616
1577,11807
17321,7918
17881,10075
16478,13492
16856,12349
12884,2574
17149,3092
3533,13288
7913,2873
11185,2670
18008,8594
6679,1945
16730,10466
14183,6837
16756,11552
13435,7467
967,11951
14447,11332
1386,5233
7007,3982
7507,11336
351,8879
2002,1737
5315,12511
80,12795
2913,10431
8041,12656
9660,12688
1735,8861
5582,13726
12557,3472
1443,4631
16073,5963
17537,9720
1190,2081
5617,129
16049,4258
14810,10501
10458,12893
10001,5641
3349,4366
2464,5518
14486,2372
8112,1510
11567,5367
879,9448
6817,2034
9819,9521
7975,8544
5020,12966
10917,8295
5126,3706
16606,11380
252,9019
12787,5965
1848,3933
17311,9040
6628,2646
6254,4253
6103,3913
3709,2058
8640,8508
10800,604
5223,2706
15391,13508
13170,6951
12830,9241
16443,12648
4129,1640
14793,10760
6388,2819
11914,2888
15194,731
13299,11723
3026,11638
9330,12573
11570,1963
9942,10096
16533,11989
15210,8071
592,7970
8546,6597
4035,3546
2937,10252
15233,12222
14637,474
7117,4341
12458,6342
16250,295
17365,8062
17084,5522
1331,956
6891,6758
7747,7848
4436,4247
8885,410
13237,12503
2786,6517
1736,9697
17035,1243
9270,4595
13196,9097
17670,3033
17977,3757
9550,12071
11270,10079
11478,837
5471,9622
7818,10979
381,9041
18113,2169
9045,6584
15674,6153
11967,10817
14474,2198
9672,9062
12670,5190
5149,2385
18141,5569
10934,13072
5870,6015
15028,3607
16033,5489
3413,11280
520,921
6237,268
4979,3779
5999,11735
416,6402
11549,10291
14604,13438
2635,1739
12256,1346
4744,31
5445,10312
16245,9061
13633,9423
3195,12938
14169,11368
9345,10834
12903,8367
18550,5622
8406,8413
15897,8445
3151,9562
6058,10903
16219,10599
12668,9003
16287,8924
7400,12711
18501,2234
11928,9433
12537,4686
18007,780
10516,3222
2952,10676
1328,7431
17180,10592
604,7285
10555,2199
1282,12974
6606,5817
8322,11062
14997,4330
5024,6633
9742,10585
9985,9246
12513,9101
9359,11132
4685,8037
3306,5052
16507,4882
513,6679
18243,2227
4650,6427
583,1641
4153,10338
4510,496
7268,7210
5439,12901
12649,2302
6214,5294
3923,9023
15096,6795
12803,4382
14036,1357
12016,6808
15595,9691
8501,4352
5600,8944
12155,11179
12757,10254
3770,9789
13051,12111
18561,8649
11285,9708
4336,11491
14908,2993
17100,13483
16740,10724
10400,4883
1753,1569
12388,11445
11765,9185
16139,10119
13479,12695
12421,9507
16776,8056
4721,9105
17902,10720
10170,7520
2694,4704
1215,2003
3507,8365
9152,13077
10857,11985
3885,1843
13273,1000
7587,5176
2000,2899
13660,292
12732,7344
16376,3937
11991,11970
7512,11657
10337,6159
268,4682
12253,9574
16052,5563
16104,11127
15017,1361
6423,1143
13002,5550
15041,2428
8428,7286
12940,11947
16099,8218
12629,8438
16175,9157
15760,2515
17383,3705
17853,9364
2416,5182
18184,13059
3603,11734
6950,4283
1811,2879
12014,5323
9764,13309
16942,9841
6266,12812
17455,6194
11679,742
7022,6840
7344,12597
1189,4587
14708,7861
17479,9409
7480,601
8343,12643
9866,10028
1685,4809
14948,1609
295,9698
3502,6234
11917,3992
6093,8690
13533,11074
14227,10043
18331,4753
12342,3508
6918,1822
14894,7675
12239,5586
7277,9713
17409,901
2748,10507
8072,17
16830,12457
13920,7740
2378,10843
4634,13654
11878,12305
15367,10991
14560,13619
4398,7253
8291,2163
11889,1558
3342,13080
5451,10593
7489,1080
11314,12873
4023,3620
6139,5476
11266,398
3290,9200
14794,12217
13,8143
5005,4607
15823,10908
1050,12414
11146,11109
4613,5123
9511,10719
795,805
9127,3275
9009,13166
1571,8036
1698,13615
11294,8448
12188,8937
17628,6256
7957,8884
16784,615
2400,9126
13628,974
10846,5533
4575,2015
6422,10601
3756,6542
1126,12720
10579,10270
17552,9658
2754,6887
17076,9360
10389,5851
928,675
14798,10236
15,7805
3646,12117
5198,7594
12041,12270
12140,9832
9023,4961
15736,1795
10848,9745
6657,6848
12494,4820
1825,704
5677,6554
13751,10200
12534,3772
6985,5883
4206,1615
6814,11205
12378,12929
1484,6528
15091,9935
2824,5139
16060,1667
8284,13310
17119,6838
3453,2383
2053,7587
2501,12601
5804,70
8581,13713
14630,401
11909,2942
13672,13232
12500,4033
16778,5506
7079,3260
7925,4501
9380,12484
111,13716
16643,11646
8976,12943
14768,9335
15526,11846
4548,8388
386,2600
13382,3116
15431,6369
16649,7298
15705,8275
11553,2222
5978,6041
3164,5535
5800,2929
16132,3540
2209,8442
11502,13539
4243,12148
8081,12066
475,6815
971,1098
16068,613
13431,2930
14099,8898
6088,3224
17032,6621
13741,9129
6757,5020
4872,8657
15683,5079
12672,4654
6087,908
1523,9080
11316,6606
10949,8783
12488,3389
11021,8774
2091,2659
11927,4370
7118,7020
7648,11509
17105,2212
6652,8672
8964,13447
17616,11018
7147,11668
15826,7178
924,11790
9130,3493
12089,1905
2632,11258
15241,1784
4068,10850
11779,7415
10823,8163
16964,4311
18237,41
10293,741
1496,10869
9101,3927
5220,5683
4616,4699
5430,12844
2138,11335
8695,13718
18234,10744
15985,4933
2971,5127
3008,4327
4495,707
11184,6388
17277,11881
11106,6340
8672,8752
16085,2501
12434,12040
13907,10718
10647,4256
17046,11030
4968,3902
8249,3545
7319,1992
12798,6818
3045,2945
17777,10022
13390,11471
3194,3554
11439,375
4819,13469
3404,10313
1739,90
6244,7439
1897,8705
3305,8979
8613,9279
17864,3013
12317,4412
1408,5245
13212,10960
11516,1148
17520,3272
11527,11310
9286,82
2124,46
17889,8907
10169,8591
1204,2743
5449,1418
16522,8115
17160,7846
4038,10968
11081,13173
5523,4016
7448,3748
11632,10965
2457,8652
11227,6944
8482,1890
12645,1783
17398,10810
6029,4850
7342,4379
14254,3996
3436,10175
14594,8292
10901,6133
10710,6663
10834,7457
833,4546
17174,2133
14037,223
12805,2228
16295,8737
11247,11381
8011,11501
15647,1313
6322,6017
7670,259
10881,13712
3056,8092
4734,537
6229,7396
5183,8806
16299,4869
15356,13332
7763,12668
13557,8526
8087,8738
16133,13076
9941,8560
14877,9282
6645,9132
16986,3245
18127,352
15653,9977
17237,8585
3030,6294
5622,5754
11584,9681
2374,10748
14431,6377
6862,11407
3994,11864
15552,13130
7297,12824
1057,8189
16447,11813
6209,5528
8844,7535
15553,10335
13675,9651
8301,5675
16317,8895
16633,3960
13708,12608
5738,13093
13595,1797
4340,12638
2917,10213
17458,8106
17340,2535
12110,11911
16209,13172
17300,13511
1229,9688
3016,983
12377,7774
9756,5037
13097,8566
16201,11560
2218,13036
12455,4786
10557,3039
1065,8493
7872,9557
11329,4818
9965,11771
4350,13543
811,12422
13748,12205
1165,13482
14903,11652
9374,9141
13596,13631
9385,4400
10960,1395
8182,1285
17018,2666
12343,9984
17267,382
4603,11819
4672,11417
12696,2611
16919,4865
10687,873
759,11305
4957,86
5798,8281
7891,13032
13126,7748
1625,8911
11343,3248
13234,11081
14801,144
5767,8382
10484,6002
1069,12308
1750,8885
12555,5030
11778,12543
14688,2477
11806,2928
6711,9535
7389,12853
4453,10919
4041,13494
8893,6233
11920,1516
7161,13202
37,48
7827,1531
10515,10846
1172,11435
15448,6229
7527,6223
7160,8648
18313,7525
17179,10994
3450,5313
12417,245
12201,1116
10155,11311
12264,3317
16248,6753
7357,7633
5533,125
16799,2985
17736,5916
7936,1205
2346,8111
11376,9928
8634,2460
422,6208
10983,2415
11724,10164
